advisor,author,project_format,title,year,title_word_count,title_clean
"Abarbanel, Stephanie","Wang, Jennifer",Print,Open Adoption: The New Dynamics Of The Modern Adoptive Family,2015,10,open adoption dynamics modern adoptive family
"Heinzerling, Larry","Warner, Kelsey",Print,Pulling Back The Starting Line: New York City Enters The Race For Universal Pre-Kindergarten,2015,14,pulling back starting line enters race universal prekindergarten
"Kann, Peter","Warraich, Ali Moeen Nawazish",Print,Untitled Master'S Project,2015,3,untitled masters project
"Schecter, B.J.","Wattles, Jacqueline R.",Print,"Fighting Cancer, Battling Bankruptcy: The High Price Of Treating Melanoma",2015,10,fighting cancer battling bankruptcy high price treating melanoma
"Newman, Maria","Weissman, Alanna",Print,"Art In The Age Of The Selfie: Art, Art Viewership And Social Media'S   Culture Of Narcissism",2015,18,art age selfie art art viewership social medias culture narcissism
"Rust Papenfus, Susanne","Williams, Jacqueline",Print,Illegal Dentistry And Medicaid Fraud In   Little Russia   In New York,2015,15,illegal dentistry medicaid fraud little russia
"Edsall, Thomas B.","Xie, Emilie",Print,Prostitution In Asian Massage Parlors Across New York,2015,8,prostitution asian massage parlors across
"Richards, Sarah","Yaghi, Mohamad",Print,Danger Ahoy: Can New York City Protect Itself Against Another Sandy?,2015,11,danger ahoy protect another sandy
"Depalma, Anthony","Yamusah, Amal Zakari",Print,"Gridiron Accidents Are Not Accidents-On The 40 Yard Line, An Inch Makes A Difference, And Sometimes It Isn'T Accidental",2015,19,gridiron accidents accidentson 40 yard line inch makes difference sometimes isnt accidental
"Tsiantar, Dody","Zhang, Han",Print,You Are What You Don'T Wear,2015,6,dont wear
"Hoyt, Michael","Zhang, Shuo",Print,Exit Strategy: Why A Good Catholic Wants To Die Before His Time Is Due,2015,14,exit strategy good catholic wants die time due
"Span, Paula","Zhang, Zhihao",Print,The Internet'S Most Misunderstood Job: Video Game Journalism,2015,8,internets misunderstood job video game journalism
"Tsiantar, Dody","Zhao, Shengying",Print,From Nobody To Somebody,2015,4,nobody somebody
"""Weiner, Jonathan""","""Abramson, Samara""",Print,Vaccines And God'S Will: Doctors Fear The Anti-Vaccination Crowd Is Growing In Hasidic 	Brooklyn,2016,14,vaccines gods doctors fear antivaccination crowd growing hasidic brooklyn
"""Weber, Tracy""","""Agrawal, Nina""",Print,"""Settlement Purchasing Firm J.G. Wentworth Skirts Regulations, Aggressively Pursues 	Consumers To Remain Number One In The Industry""",2016,17,settlement purchasing firm jg wentworth skirts regulations aggressively pursues consumers remain number one industry
"""Klein, Bradley""","""Aiello, Chloe""",Print And Dvd,Putting A Price On Happiness: Compassion Exhaustion In The American Retail Industry,2016,12,putting price happiness compassion exhaustion american retail industry
"""Coyne, Kevin""","""Ali, Hasan""",Print,Meet The White Sufi Muslims Of Rockland County,2016,8,meet white sufi muslims rockland county
"""Span, Paula""","""Aristizabal, Juan David""",Print,Computer Science For All?,2016,4,computer science
"""Coyne, Kevin""","""Balaraman, Kavya""",Print,The Fight For Five Cents,2016,5,fight five cents
"""Hoyt, Michael""","""Bansagi, Natasa""",Print,"""Vapor Trails: How Enthusiastic Entrepreneurs Are Betting On The Vaping Industry, And 	Hoping That Regulators Won'T Put Out The Fire""",2016,20,vapor trails enthusiastic entrepreneurs betting vaping industry hoping regulators wont put fire
"""Depalma, Anthony""","""Barajas, Julia""",Print,"""Out Of The Shadows, But Not Yet Into The Light: How An Unauthorized Immigrant Works 	In The United States-Legally""",2016,19,shadows yet light unauthorized immigrant works united stateslegally
"""Hoyt, Michael""","""Baral, Susmita""",Print,How To Build A Bad Doctor,2016,6,build bad doctor
"""Luhby, Tami""","""Bates, Josiah""",Print,Brownsville Police Try To Build Trust Through Community Policing,2016,9,brownsville police try build trust community policing
"""Barclay, Dolores""","""Berger, Katya""",Print,A Dollar In Exchange For A Life,2016,7,dollar exchange life
"""Donahue, Kerry""","""Bernard, Jephie""",Print And Audio,Chronic Absenteeism,2016,2,chronic absenteeism
"""Wilson, Duff""","""Betancourt, Sarah""",Print,Mistreated: U.S. Immigration Agency Fails To Provide Adequate Medical Care For Children 	In Family Detention Centers,2016,16,mistreated us immigration agency fails provide adequate medical care children family detention centers
"""Hansen, Mark And Ann Cooper""","""Bisaha, Stephan""",Print,The Battle Over Led Street Lights,2016,6,battle led street lights
"""Goldman, Ari""","""Blanco, Lydia T.""",Print,Faith And Justice: The Exploration Of Faith And Activism Through First Corinthian Baptist 	Church,2016,14,faith justice exploration faith activism first corinthian baptist church
"""Heinzerling, Larry""","""Borkhataria, Cecile""",Print,Help Gone Wrong: Hospital Acquired Infections Leaving Thousands Worse Off,2016,10,help gone wrong hospital acquired infections leaving thousands worse
"""Mcmanus, Jane""","""Brockway, Elizabeth""",Print,Minor Penalty For Unsportsmanlike Conduct: Domestic Violence And Sexual Assault In The Nhl,2016,13,minor penalty unsportsmanlike conduct domestic violence sexual assault nhl
"""Pierce, Olga""","""Bu, Zack (Shi)""",Print,Rbitrary Mercy: New York State'S Parole System Rife With Arbitrariness That Prevents 	Rehabilitated Prisoners From Returning To Their Communities,2016,19,rbitrary mercy states parole system rife arbitrariness prevents rehabilitated prisoners returning communities
"""Tsiantar, Doris""","""Cartwright, Jessica""",Print,The Budget Fallout: Cuts To Adult Literacy Threaten English Classes Across New York City,2016,14,budget fallout cuts adult literacy threaten english classes across
"""Kantrowitz, Barbara""","""Casillas, Larisa""",Print,The Paths Of Foreign Dancers In New York City,2016,9,paths foreign dancers
"""Maharidge, Dale""","""Chacar, Henriette""",Print,On The Frontline: Palestinian Feminism And Political Activism In The United States,2016,12,frontline palestinian feminism political activism united states
"""Kann, Peter""","""Chandersy, Poonam""",Print,Food Allergies And The Growing Intolerance,2016,6,food allergies growing intolerance
"""Shapiro, Michael""","""Chappo, Ashley E.""",Print,Finding Diverse Voices In Children'S Literature,2016,6,finding diverse voices childrens literature
"""French, Howard""","""Chen, Hangyu""",Print And Dvd,"""Manhattan Chinatown: The Ones Who Stay, Story Of Siu Kwan Ku""",2016,11,manhattan chinatown ones stay story siu kwan ku
"""Tsiantar, Doris""","""Chen, Lingnan Ellen""",Print,The Anatomy Of A Brooklyn Hospital,2016,6,anatomy brooklyn hospital
"""Coronel, Sheila""","""Cheng, Selina""",Print,"""China'S Most Wanted Find Asylum In The Us: An Investigation On Two Businessmen Wanted For Corruption In China, Their Wealth, Their Crimes, And Their Claims For Asylum In The Us""",2016,30,chinas wanted find asylum us investigation two businessmen wanted corruption china wealth crimes claims asylum us
"""Benedict, Helen""","""Chow, Mantai""",Print,"""Poor, Elderly, And Alone In New York'S Chinatown""",2016,8,poor elderly alone yorks chinatown
"""Shapiro, Michael""","""Cirillo, Chris""",Print,The Fatal Calculus,2016,3,fatal calculus
"""Bonner, Ray""","""Conarck, Benjamin""",Print,Seeking Injustice: Manhattan Da'S Program Lags Behind In Righting Wrongful Convictions,2016,11,seeking injustice manhattan das program lags behind righting wrongful convictions
"""Shapiro, Michael""","""D'Ignoti, Stefania""",Print,Beyond Whirling And Meditation: American Sufism On The Ride In New York City,2016,13,beyond whirling meditation american sufism ride
"""Lehren, Andrew""","""Dahm, Joelle""",Print,Uncovering The Mines,2016,3,uncovering mines
"""Protess, Benjamin""","""Daugherty, Alex""",Print,The Price Of Racing: Deaths On Dirt,2016,7,price racing deaths dirt
"""French, Howard""","""Dedman, Harriet""",Print And Dvd,Beneath These Restless Skies,2016,4,beneath restless skies
"""Singer, Amy""","""Dekimpe, Valerie""",Print,When Trauma Resurfaces: The Challenges Of Caring For Holocaust Survivors At End Of Life,2016,14,trauma resurfaces challenges caring holocaust survivors end life
"""Ornstein, Charles""","""Dewey, Eliza""",Print,"""As States Fight Heroin Sure, Justice System Leaves Ex-Offenders Primed For Overdose 	Death""",2016,13,states fight heroin sure justice system leaves exoffenders primed overdose death
"""Holloway, Marguerite""","""Di Carli, Gilda""",Print,New York City Cuts Corners On Testing For Environmental Hazards At Leased Schools,2016,13,cuts corners testing environmental hazards leased schools
"""Padawer, Ruth""","""Earls, Maya""",Print,The Rise And Fall Of Student Activism At City College,2016,10,rise fall student activism college
"""Coyne, Kevin""","""Eckert, Charlie""",Print,War Fighter Pups,2016,3,war fighter pups
"""Bell, Emily""","""Escobar, Andres""",Print,Donald Trump: The Disruptive Candidate,2016,5,donald trump disruptive candidate
"""Coyne, Kevin""","""Etehad, Melissa""",Print,"""Boycott Battles: For Palestinians And Israelis That Boycott Israel, The Stakes Have Risen""",2016,13,boycott battles palestinians israelis boycott israel stakes risen
"""Singer, Amy""","""Farrell, James""",Print,The Cancer Network: Bonds Of Love And Pain,2016,8,cancer network bonds love pain
"""Depalma, Anthony""","""Farzan, Antonia Noori""",Print,"""Redemption City: During The Election, They Called Him A Thief, A Liar, A Crook. Now They 	Call Him Mayor. What Happens When A City'S Future Rests On Its Leader'S Past?""",2016,30,redemption election called thief liar crook call mayor happens citys future rests leaders past
"""Alarcon, Daniel""","""Ferguson, Katie""",Print And Dvd,"""Love Is Not Enough: Transracial Adoption, Then And Now""",2016,9,love enough transracial adoption
"""Coronel, Sheila""","""Fernando, Noreyana""",Print,The Missing Billions: Sri Lanka'S Rajapaksa Administration And The U.S.,2016,10,missing billions sri lankas rajapaksa administration us
"""Bell, Emily""","""Firoze, Adnan""",Print,Using Nasa'S Free Satellite Sensor Imaheru And Social Media Validation To Triangulate 	And Report On Fires From The Desk On A Budget,2016,22,using nasas free satellite sensor imaheru social media validation triangulate report fires desk budget
"""Span, Paula""","""Francis, Ellen""	Title:	""All We Are Cabout Is Our Children, That They'Re Safe""",Print,"""All We Are Cabout Is Our Children, That They'Re Safe""",2016,10,cabout children theyre safe
"""Coyne, Kevin""","""Fraser, Kristopher""",Print,Copywrite And Trademark Laws In Fashion…Or The Lack Thereof,2016,9,copywrite trademark laws fashionor lack thereof
"""Stabiner, Karen""","""Frayha, Assil""",Print,Socially Isolated And Lonely Seniors,2016,5,socially isolated lonely seniors
"""Weber, Tracy""","""Freskos, Brian""",Print,New York City Funnels Millions To Controversial Housing Contractors,2016,9,funnels millions controversial housing contractors
"""Coyne, Kevin""","""Fryson, Sydnei""",Print,Bring It On: The Trend Of Competitive Cheerleading At Piscataway,2016,10,bring trend competitive cheerleading piscataway
"""Benedict, Helen""","""Gamba Fadul, Laura""",Print,"""Asylum For The Deaf: In New Initiative, Immigration Services Grants Asylum To Those 	Persecuted For Disabilities""",2016,16,asylum deaf initiative immigration services grants asylum persecuted disabilities
"""Hancock, Lynnell""","""Garcia, Armando""",Print,"""In War-Orn Syria, Public Healthcare Reduced To Rubble""",2016,8,warorn syria public healthcare reduced rubble
"""Grueskin, William""","""Garg, Garima""",Print,Appropriation Of Mindfulness By Corporate,2016,5,appropriation mindfulness corporate
"""Span, Paula""","""Gonzalez, Marybel""",Print,Quinccanera: The Cost Of A Latino Tradition,2016,7,quinccanera cost latino tradition
"""Hoyt, Michael""","""Gooding, Ozzie""",Print,What About The B In Lgbt: Bisexuals And Their Long Unfinished Struggle For Recognition,2016,14,b lgbt bisexuals long unfinished struggle recognition
"""Marriott, Michel""","""Goodman, Jack""",Print,Island Of The Dead,2016,4,island dead
"""Klatell, David""","""Greifeld, Katie""",Print,Gambling On Harness Racing'S Future: The Push For Casinos In North Jersey,2016,12,gambling harness racings future push casinos north jersey
"""Klatell, David""","""Grey, Kelsey""",Print,The Waiting Game: Va Backlog Causes Veterans To Wait On Their Benefits,2016,12,waiting game va backlog causes veterans wait benefits
"""Barclay, Dolores""","""Guion, Payton""",Print,"""Seeking Shelter On The Street: New York'S Homeless Shelters Are Crime-Ridden And 	Filthy, Driving Many To Band Together For Protection Outside The System""",2016,23,seeking shelter street yorks homeless shelters crimeridden filthy driving many band together protection outside system
"""Kann, Peter""","""Gupta, Ishika""",Print,The Intrepid Parcel: Analyzing Re-Shipping Mule Scam As A Transnational Cyber Crime And 	Use Of Machine Learning To Combat It,2016,20,intrepid parcel analyzing reshipping mule scam transnational cyber crime use machine learning combat
"""Bonner, Raymond""","""Gurney, Kyra""",Print,Latin America Officials Fleeing Criminal Charges Find Safe Heaven In The U.S.,2016,12,latin america officials fleeing criminal charges find safe heaven us
"""Hancock, Lynnell""","""Habib, Muna""",Print,U.S. Muslims Challenge Surveillance,2016,4,us muslims challenge surveillance
"""Maharidge, Dale""","""Hammerschlag, Annika""",Print And Photos,Nyu'S Naked Truth: The Rise Of Student Sex Workers,2016,9,nyus naked truth rise student sex workers
"""Isabel, Lonnie""","""He, Qing Qing (Hilary)""",Print,From Nail Salons To New York State Capitol: Chinese Immigrants Break Their Silence And 	Fight For Their Livelihood,2016,18,nail salons state capitol chinese immigrants break silence fight livelihood
"""Tsiantar, Doris""","""Huang, Vicky Ge""",Print,How Wealthy Foreigners Buy Their Way To A Green Card,2016,10,wealthy foreigners buy way green card
"""Sheingold, Zachary""","""Huffaker, Christopher""",Print,Racial Disparities In Sentencing Juveniles As Adults,2016,7,racial disparities sentencing juveniles adults
"""Karr, Rick""","""Humbert, Adele""",Print And Dvd,The Gender Gap In Computer Science Majors And Tech Companies And The Efforts Made 	To Close It,2016,17,gender gap computer science majors tech companies efforts made close
"""Wilson, Duff""","""Hylton, Pamela""",Print,Extraction: Canada'S Mining Ward In Guatemala. Canadian Government And Diplomats Tolerate Human Rights Abuses In Guatemala.,2016,16,extraction canadas mining ward guatemala canadian government diplomats tolerate human rights abuses guatemala
"""Bonner, Raymond""","""Iaconangelo, David""",Print,"""A Former Panamanian President, Chased By Corruption Scandals Back Home, Finds Tenuous Shelter In Miami.""",2016,15,former panamanian president chased corruption scandals back home finds tenuous shelter miami
"""Kantrowitz, Barbara""","""Igneri, Ariana""",Print,Barking Up The Money Tree: New York'S Instagram Dogs Are Bringing Home The Big Bucks,2016,15,barking money tree yorks instagram dogs bringing home big bucks
"""Bell, Emily""","""Iliakopoulou, Aikaterini (Katerina)""",Print,Tagging News Stories: Building An Automated Tagger System,2016,8,tagging news stories building automated tagger system
"""Hiatt, Anna""","""Itabashi, Taeko""",Print And Dvd,Transition: Funeral Man,2016,3,transition funeral man
"""Segnini, Giannina""","""Ivancsics, Bernat""",Print,Contract Wars: How Scarce Competition And Unchecked Business Partners Drain Dod Coffers,2016,12,contract wars scarce competition unchecked business partners drain dod coffers
"""Meagher, Thomas""","""Jayaram, Prarthana""",Print,An Unnamed Problem: Barriers To Diagnosis And Special Services For Girls With Disabilities,2016,13,unnamed problem barriers diagnosis special services girls disabilities
"""Gardiner, Susannah""","""Jean, Ralph""",Print,Is There A Doctor In The House? Stem Programs Are Working To Create Tomorrow Doctors Today,2016,16,doctor house stem programs working create tomorrow doctors today
"""Gardiner, Susannah""","""Jing, Xinyu""",Print,Still Pending,2016,2,still pending
"""Hoyt, Michael""","""Jordan, Meagan""",Print,Twerking Toward The Truth: How Modern Women Of Color Are Liberating Themselves Through An Ancient And Honorable Dance,2016,18,twerking toward truth modern women color liberating ancient honorable dance
"""Stabiner, Karen""","""Kazaryan, Emma""",Print,Cervical Cancer: Pre-Hpv Vaccine Generation Of Latinas Takes The Burden Of Disease,2016,12,cervical cancer prehpv vaccine generation latinas takes burden disease
"""Tsiantar, Doris""","""Kekatos, Mary""",Print,The Rise And Fall Of Saint Demetrios Greek Orthodox Church,2016,10,rise fall saint demetrios greek orthodox church
